Season,Player,Age,Pos,Tm,GP,G,A,PTS,PlusMinus,PIM,EV,PP,SH,GW,EV,PP,SH,S,SP,TOI 
2006,Eric Brewer,27,STL,D,82,6,23,29,-10,69,4,2,0,1,16,6,1,111,5.4,2011
2006,Mike Commodore,27,CAR,D,82,7,22,29,0,113,5,0,2,1,18,1,3,136,5.1,1631
2006,Kris Draper,35,DET,C,81,14,15,29,7,58,9,0,5,1,15,0,0,157,8.9,1357
2006,Boyd Gordon,23,WSH,RW,71,7,22,29,10,14,5,0,2,0,18,0,4,104,6.7,1127
2006,Niklas Hagman,27,DAL,LW,82,17,12,29,3,34,14,2,1,2,9,3,0,152,11.2,1183
2006,Bobby Holik,36,ATL,C,82,11,18,29,-3,86,8,2,1,1,16,2,0,190,5.8,1307
2006,Ed Jovanovski,30,PHX,D,54,11,18,29,-6,63,5,6,0,1,9,8,1,135,8.1,1250
2006,Dmitri Kalinin,26,BUF,D,82,7,22,29,19,36,6,0,1,0,19,3,0,86,8.1,1600
2006,Phil Kessel,19,BOS,RW,70,11,18,29,-12,12,10,1,0,0,14,4,0,170,6.5,984
2006,Ian Laperriere,33,COL,RW,81,8,21,29,5,133,8,0,0,0,20,0,1,118,6.8,1121
2006,Guillaume Latendresse,19,MTL,RW,80,16,13,29,-20,47,11,5,0,3,8,5,0,121,13.2,1008
2006,Dean McAmmond,33,OTT,LW,81,14,15,29,11,28,12,0,2,1,13,1,1,86,16.3,901
2006,Teppo Numminen,38,BUF,D,79,2,27,29,17,32,2,0,0,0,14,12,1,69,2.9,1643
2006,John Pohl,27,TOR,C,74,13,16,29,-4,10,10,3,0,1,12,4,0,105,12.4,840
2006,Geoff Sanderson,34,PHI,LW,58,11,18,29,-16,44,8,3,0,2,13,4,1,143,7.7,811
2006,Jon Sim,29,ATL,LW,77,17,12,29,-1,60,15,2,0,1,11,1,0,141,12.1,904
2006,Mike Van Ryn,27,FLA,D,78,4,25,29,-5,64,3,1,0,0,15,9,1,121,3.3,1649
2006,Francois Beauchemin,26,ANA,D,71,7,21,28,7,49,5,2,0,0,10,11,0,128,5.5,1809
2006,Anson Carter,32,TOT,RW,64,11,17,28,-4,18,7,4,0,1,13,4,0,70,15.7,901
2006,Andy Hilbert,25,NYI,C,81,8,20,28,10,34,8,0,0,1,19,0,1,164,4.9,931
2006,Chad Kilger,30,TOR,LW,82,14,14,28,-5,58,13,0,1,2,14,0,0,141,9.9,1189
2006,Joffrey Lupul,23,EDM,RW,81,16,12,28,-29,45,11,5,0,1,9,3,0,172,9.3,1263
2006,Zbynek Michalek,24,PHX,D,82,4,24,28,-20,34,1,3,0,0,11,11,2,144,2.8,1941
2006,Chris Neil,27,OTT,RW,82,12,16,28,6,177,9,3,0,3,14,2,0,139,8.6,1076
2006,Joe Pavelski,22,SJS,C,46,14,14,28,4,18,9,5,0,3,8,6,0,111,12.6,691
2006,Fernando Pisani,30,EDM,RW,77,14,14,28,-1,40,11,2,1,0,11,2,1,142,9.9,1301
2006,Brian Pothier,29,WSH,D,72,3,25,28,-11,44,1,2,0,0,12,13,0,118,2.5,1727
2006,Paul Ranger,22,TBL,D,72,4,24,28,5,42,4,0,0,2,18,5,1,90,4.4,1463
2006,Jeremy Roenick,37,PHX,C,70,11,17,28,-18,32,7,4,0,1,13,4,0,89,12.4,973
2006,Brent Sopel,30,TOT,D,64,5,23,28,2,24,3,2,0,2,16,6,1,131,3.8,1297
2006,R.J. Umberger,24,PHI,C,81,16,12,28,-32,41,12,2,2,1,8,1,3,134,11.9,1178
2006,Denis Arkhipov,27,CHI,C,79,10,17,27,-13,54,7,2,1,1,9,4,4,112,8.9,1241
2006,P.J. Axelsson,31,BOS,LW,55,11,16,27,-10,52,6,3,2,0,9,7,0,81,13.6,1076
2006,Keith Ballard,24,PHX,D,69,5,22,27,-7,59,3,2,0,0,12,9,1,79,6.3,1518
2006,Ryan Craig,25,TBL,C,72,14,13,27,-11,55,10,4,0,2,6,7,0,130,10.8,1104
2006,Dan Fritsche,21,CBJ,C,59,12,15,27,3,35,6,5,1,4,12,3,0,81,14.8,828
2006,Barret Jackman,25,STL,D,70,3,24,27,20,82,2,1,0,1,22,1,1,86,3.5,1505
2006,Jay Pandolfo,32,NJD,LW,82,13,14,27,-5,8,12,0,1,1,13,0,1,109,11.9,1526
2006,Chris Simon,35,NYI,LW,67,10,17,27,17,75,8,2,0,0,15,2,0,82,12.2,737
2006,Drew Stafford,21,BUF,RW,41,13,14,27,5,33,10,3,0,3,13,1,0,67,19.4,539
2006,Cory Stillman,33,CAR,LW,43,5,22,27,-8,24,4,1,0,0,10,12,0,85,5.9,749
2006,Kris Beech,25,WSH,C,64,8,18,26,-11,46,5,3,0,0,10,8,0,77,10.4,798
2006,Vernon Fiddler,26,NSH,C,72,11,15,26,11,40,10,0,1,1,15,0,0,90,12.2,981
2006,Eric Lindros*,33,DAL,RW,49,5,21,26,-1,70,4,1,0,0,14,7,0,95,5.3,718
2006,Paul Martin,25,NJD,D,82,3,23,26,-9,18,2,1,0,0,18,5,0,84,3.6,2068
2006,Samuel Pahlsson,29,ANA,C,82,8,18,26,-4,42,8,0,0,1,18,0,0,111,7.2,1424
2006,Richard Park,30,NYI,RW,82,10,16,26,4,33,8,0,2,2,15,0,1,93,10.8,955
2006,Chris Phillips,28,OTT,D,82,8,18,26,36,80,7,0,1,3,14,0,4,94,8.5,1833
2006,Karel Rachunek,27,NYR,D,66,6,20,26,-9,38,1,4,1,1,9,11,0,99,6.1,1279
2006,Sergei Samsonov,28,MTL,LW,63,9,17,26,-4,10,9,0,0,0,13,4,0,114,7.9,881
2006,Marc-Edouard Vlasic,19,SJS,D,81,3,23,26,13,18,1,2,0,0,12,10,1,66,4.5,1798
2006,Ian White,22,TOR,D,76,3,23,26,8,40,2,1,0,1,18,5,0,138,2.2,1408
2006,Bryan Allen,26,FLA,D,82,4,21,25,7,112,4,0,0,0,18,2,1,99,4,1771
2006,Stu Barnes,36,DAL,C,82,13,12,25,-2,40,12,1,0,2,11,0,1,118,11,1320
2006,Brent Burns,21,MIN,D,77,7,18,25,16,26,4,3,0,3,13,4,1,108,6.5,1216
2006,Jeff Halpern,30,DAL,C,76,8,17,25,-7,78,7,1,0,4,14,3,0,106,7.5,1277
2006,Sean Hill,36,NYI,D,81,1,24,25,6,110,1,0,0,0,12,12,0,88,1.1,1826
2006,Jiri Hudler,23,DET,C,76,15,10,25,16,36,12,3,0,4,8,2,0,107,14,763
2006,Sami Kapanen,33,PHI,RW,77,11,14,25,-21,22,8,1,2,1,11,1,2,129,8.5,1307
2006,Juraj Kolnik,26,FLA,RW,64,11,14,25,2,18,11,0,0,1,12,2,0,113,9.7,774
2006,Trevor Linden,36,VAN,C,80,12,13,25,-6,34,7,5,0,1,11,2,0,92,13,987
2006,Manny Malhotra,26,CBJ,C,82,9,16,25,-8,76,7,2,0,3,16,0,0,109,8.3,1214
2006,Antti Miettinen,26,DAL,RW,74,11,14,25,-5,38,5,6,0,1,12,2,0,141,7.8,1060
2006,Derek Morris,28,PHX,D,82,6,19,25,-18,115,4,2,0,1,9,10,0,129,4.7,1680
2006,Christoph Schubert,24,OTT,D,80,8,17,25,30,56,7,1,0,1,16,1,0,97,8.2,898
2006,Dennis Wideman,23,TOT,D,75,6,19,25,-10,71,2,4,0,1,8,11,0,122,4.9,1458
2006,Brandon Bochenski,24,TOT,RW,41,13,11,24,1,16,10,3,0,2,9,2,0,92,14.1,564
2006,Greg de Vries,34,ATL,D,82,3,21,24,-3,66,3,0,0,0,12,9,0,102,2.9,1824
2006,Scott Hannan,28,SJS,D,79,4,20,24,1,38,3,0,1,1,15,5,0,79,5.1,1803
2006,Jamie Heward,35,TOT,D,71,6,18,24,2,47,3,3,0,1,10,7,1,75,8,1226
2006,Martin Lapointe,33,CHI,RW,82,13,11,24,-14,98,7,5,1,2,10,1,0,102,12.7,1147
2006,Georges Laraque,30,TOT,RW,73,5,19,24,4,70,4,1,0,0,17,2,0,44,11.4,705
2006,Nathan Paetsch,23,BUF,D,63,2,22,24,10,50,2,0,0,0,13,9,0,62,3.2,961
2006,Branko Radivojevic,26,MIN,RW,82,11,13,24,-9,21,7,4,0,3,9,4,0,116,9.5,1064
2006,Craig Rivet,32,TOT,D,71,7,17,24,1,69,5,2,0,0,7,9,1,89,7.9,1537
2006,Brent Seabrook,21,CHI,D,81,4,20,24,-6,104,4,0,0,0,14,4,2,144,2.8,1683
2006,Ryan Suter,22,NSH,D,82,8,16,24,10,54,7,1,0,0,6,8,2,87,9.2,1652
2006,Maxime Talbot,22,PIT,C,75,13,11,24,-2,53,9,0,4,4,10,1,0,88,14.8,1042
2006,Wes Walz,36,MIN,C,62,9,15,24,3,30,8,0,1,1,15,0,0,77,11.7,923
2006,Stephane Yelle,32,CGY,C,56,10,14,24,5,32,8,1,1,1,12,0,2,55,18.2,819
2006,Nikita Alexeev,25,TOT,RW,78,12,11,23,7,12,10,2,0,2,9,2,0,117,10.3,1075
2006,Arron Asham,28,NYI,RW,80,11,12,23,3,63,11,0,0,2,10,2,0,85,12.9,746
2006,David Backes,22,STL,C,49,10,13,23,6,37,8,2,0,2,12,1,0,89,11.2,657
2006,Radek Bonk,31,MTL,C,74,13,10,23,0,54,10,1,2,1,8,1,1,111,11.7,1174
2006,Jan Bulis,28,VAN,C,79,12,11,23,-8,70,10,1,1,2,9,2,0,122,9.8,1136
2006,Anders Eriksson,32,CBJ,D,79,0,23,23,12,46,0,0,0,0,14,8,1,78,0,1596
2006,Kurtis Foster,25,MIN,D,57,3,20,23,-3,52,3,0,0,0,7,13,0,135,2.2,1025
2006,Paul Mara,27,TOT,D,78,5,18,23,-16,113,4,1,0,0,5,13,0,100,5,1726
2006,Todd Marchant,33,ANA,C,56,8,15,23,7,44,5,0,3,2,15,0,0,115,7,850
2006,Mike Zigomanis,26,PHX,C,75,14,9,23,-8,46,11,2,1,0,8,1,0,142,9.9,1116
2006,Paul Gaustad,24,BUF,C,54,9,13,22,11,74,6,3,0,0,7,5,1,75,12,719
2006,Kim Johnsson,30,MIN,D,76,3,19,22,-4,64,0,3,0,0,9,10,0,98,3.1,1790
2006,Randy Jones,25,PHI,D,66,4,18,22,-14,38,4,0,0,0,12,5,1,67,6,1062
2006,Niko Kapanen,28,TOT,C,79,6,16,22,-23,28,4,2,0,1,11,5,0,79,7.6,979
2006,Rostislav Klesla,24,CBJ,D,75,9,13,22,-13,105,7,2,0,0,10,3,0,159,5.7,1718
2006,Tom Kostopoulos,28,LAK,RW,76,7,15,22,-2,73,7,0,0,0,14,0,1,90,7.8,879
2006,Niklas Kronwall,26,DET,D,68,1,21,22,0,54,0,1,0,0,16,5,0,104,1,1404
2006,Jamal Mayers,32,STL,RW,80,8,14,22,-19,89,6,0,2,0,14,0,0,129,6.2,1170
2006,Alexandre Picard,21,PHI,D,62,3,19,22,-19,17,2,1,0,0,13,6,0,56,5.4,1146
2006,Wayne Primeau,30,TOT,C,78,10,12,22,-17,111,6,2,2,3,11,1,0,107,9.3,1056
2006,Brad Richardson,21,COL,RW,73,14,8,22,4,28,11,0,3,3,8,0,0,129,10.9,961
2006,Patrick Rissmiller,28,SJS,C,79,7,15,22,1,22,6,1,0,0,12,2,1,100,7,961
2006,Brad Stuart,27,TOT,D,75,7,15,22,-10,44,6,1,0,2,13,1,1,109,6.4,1716
2006,Josef Vasicek,26,TOT,C,63,6,16,22,-5,51,6,0,0,0,12,3,1,77,7.8,843
2006,Dmitry Afanasenkov,26,TOT,LW,74,11,10,21,-25,20,11,0,0,0,10,0,0,96,11.5,779
2006,Mark Bell,26,SJS,LW,71,11,10,21,-9,83,8,3,0,2,6,4,0,116,9.5,920
2006,Niclas Havelid,33,ATL,D,77,3,18,21,-2,52,2,1,0,1,10,7,1,82,3.7,1946
2006,Pavel Kubina,29,TOR,D,61,7,14,21,7,48,3,4,0,1,10,4,0,97,7.2,1300
2006,Andrew Ladd,21,CAR,LW,65,11,10,21,1,46,9,2,0,3,9,1,0,109,10.1,728
2006,Marek Malik,31,NYR,D,69,2,19,21,32,70,2,0,0,0,16,1,2,57,3.5,1329
2006,Travis Moen,24,ANA,LW,82,11,10,21,-4,101,11,0,0,0,9,0,1,124,8.9,1214
2006,Robyn Regehr,26,CGY,D,78,2,19,21,27,75,2,0,0,0,12,5,2,66,3,1709
2006,Steve Rucchin,35,ATL,C,47,5,16,21,-4,14,4,1,0,1,12,3,1,56,8.9,862
2006,Jaroslav Spacek,32,BUF,D,65,5,16,21,20,62,4,1,0,2,8,8,0,78,6.4,1245
2006,Darryl Sydor,34,DAL,D,74,5,16,21,-4,36,3,2,0,1,12,4,0,75,6.7,1491
2006,Brian Willsie,28,LAK,RW,81,11,10,21,-20,49,9,2,0,1,8,2,0,131,8.4,1084
2006,Mike York,29,TOT,LW,66,10,11,21,-18,22,8,2,0,2,10,1,0,87,11.5,825
2006,Richard Zednik,31,TOT,LW,42,7,14,21,-6,18,6,1,0,1,9,5,0,83,8.4,631
2006,Curtis Brown,30,SJS,C,78,8,12,20,-2,56,6,0,2,3,10,1,1,84,9.5,1027
2006,Ben Clymer,28,WSH,D,66,7,13,20,-17,44,7,0,0,0,6,7,0,78,9,920
2006,Hal Gill,31,TOR,D,82,6,14,20,11,91,6,0,0,1,13,0,1,79,7.6,1549
2006,Dan Hamhuis,24,NSH,D,81,6,14,20,8,66,6,0,0,1,14,0,0,84,7.1,1728
2006,Petteri Nummelin,34,MIN,D,51,3,17,20,-15,22,3,0,0,0,4,13,0,69,4.3,1035
2006,Marty Reasoner,29,EDM,C,72,6,14,20,-15,60,6,0,0,1,12,0,2,84,7.1,999
2006,Gilbert Brule,20,CBJ,C,78,9,10,19,-21,28,6,3,0,0,6,4,0,98,9.2,830
2006,Boyd Devereaux,28,TOR,C,33,8,11,19,4,12,8,0,0,0,10,1,0,57,14,504
2006,Pascal Dupuis,27,TOT,LW,71,14,5,19,-17,42,10,2,2,1,3,1,1,156,9,1103
2006,Loui Eriksson,21,DAL,LW,59,6,13,19,-3,18,4,2,0,0,10,3,0,78,7.7,778
2006,Ken Klee,35,COL,D,81,3,16,19,18,68,3,0,0,0,15,0,1,90,3.3,1671
2006,Chuck Kobasew,24,TOT,RW,50,5,14,19,1,62,3,2,0,1,8,6,0,93,5.4,717
2006,Mike Komisarek,25,MTL,D,82,4,15,19,7,96,2,0,2,1,13,0,2,78,5.1,1580
2006,Toni Lydman,29,BUF,D,67,2,17,19,10,55,2,0,0,1,14,2,1,44,4.5,1380
2006,Jiri Novotny,23,TOT,C,68,6,13,19,-4,28,6,0,0,0,13,0,0,79,7.6,879
2006,Patrick O'Sullivan,21,LAK,C,44,5,14,19,-6,14,3,2,0,1,7,7,0,92,5.4,619
2006,Travis Roche,28,PHX,D,50,6,13,19,2,22,4,2,0,1,6,7,0,32,18.8,851
2006,Jim Slater,24,ATL,C,74,5,14,19,8,62,5,0,0,2,13,1,0,90,5.6,757
2006,Anton Volchenkov,24,OTT,D,78,1,18,19,37,67,1,0,0,0,13,1,4,85,1.2,1660
2006,Jason Ward,28,TOT,RW,70,8,11,19,-15,40,7,0,1,1,9,1,1,108,7.4,883
2006,Christian Backman,26,STL,D,61,7,11,18,13,36,6,1,0,0,8,3,0,80,8.8,1352
2006,Marcel Hossa,25,NYR,LW,64,10,8,18,-4,26,7,3,0,2,6,1,1,83,12,797
2006,Brooks Laich,23,WSH,C,73,8,10,18,-2,29,3,2,3,0,8,1,1,119,6.7,993
2006,Chad Larose,24,CAR,C,80,6,12,18,-2,10,4,0,2,0,10,0,2,94,6.4,817
2006,Brett Lebda,25,DET,D,74,5,13,18,16,61,4,1,0,2,13,0,0,107,4.7,1103
2006,Jaroslav Modry,35,TOT,D,76,1,17,18,11,54,1,0,0,0,9,7,1,89,1.1,1434
2006,Dave Moss,25,CGY,LW,41,10,8,18,5,12,7,3,0,1,7,1,0,70,14.3,460
2006,Fredrik Sjostrom,23,PHX,RW,78,9,9,18,-11,48,7,2,0,1,9,0,0,125,7.2,1101
2006,Alexander Svitov,24,CBJ,C,76,7,11,18,-10,145,6,1,0,2,8,3,0,83,8.4,1047
2006,Stephane Veilleux,25,MIN,LW,75,7,11,18,3,47,7,0,0,1,10,0,1,84,8.3,922
2006,Rene Bourque,25,CHI,LW,44,7,10,17,-4,38,4,2,1,1,8,2,0,82,8.5,705
2006,Keith Carney,36,MIN,D,80,4,13,17,22,58,4,0,0,1,11,0,2,31,12.9,1242
2006,Carlo Colaiacovo,24,TOR,D,48,8,9,17,5,22,8,0,0,1,4,5,0,60,13.3,862
2006,Shean Donovan,32,BOS,RW,76,6,11,17,-13,56,6,0,0,0,9,0,2,108,5.6,1076
2006,Steve Eminger,23,WSH,D,68,1,16,17,-14,63,1,0,0,0,13,0,3,27,3.7,1288
2006,Valtteri Filppula,22,DET,C,73,10,7,17,8,20,10,0,0,1,7,0,0,76,13.2,822
2006,Adam Hall,26,TOT,RW,72,6,11,17,-11,26,3,3,0,0,7,3,1,103,5.8,891
2006,Radek Martinek,30,NYI,D,43,2,15,17,19,40,2,0,0,0,9,4,2,44,4.5,856
2006,Kyle McLaren,29,SJS,D,67,5,12,17,10,61,4,1,0,0,11,1,0,43,11.6,1435
2006,Dominic Moore,26,TOT,C,69,8,9,17,4,56,8,0,0,1,9,0,0,111,7.2,873
2006,Mark Mowers,32,BOS,RW,78,5,12,17,-10,26,4,0,1,0,11,1,0,60,8.3,936
2006,Sean O'Donnell,35,ANA,D,79,2,15,17,9,92,2,0,0,1,14,0,1,47,4.3,1574
2006,Stephane Robidas,29,DAL,D,75,0,17,17,-1,86,0,0,0,0,6,11,0,106,0,1355
2006,Tony Salmelainen,25,CHI,LW,57,6,11,17,-3,26,6,0,0,1,10,1,0,54,11.1,563
2006,Steve Staios,33,EDM,D,58,2,15,17,-5,97,2,0,0,0,13,2,0,71,2.8,1240
2006,Brian Sutherby,24,WSH,C,69,7,10,17,-9,78,6,1,0,0,10,0,0,87,8,945
2006,David Tanabe,26,CAR,D,60,5,12,17,5,44,3,2,0,0,8,4,0,83,6,1068
2006,Adrian Aucoin,33,CHI,D,59,4,12,16,-22,50,2,2,0,3,6,6,0,96,4.2,1229
2006,Ryan Kesler,22,VAN,C,48,6,10,16,1,40,6,0,0,0,10,0,0,88,6.8,789
2006,Lukas Krajicek,23,VAN,D,78,3,13,16,-4,64,2,1,0,2,9,4,0,105,2.9,1444
2006,Danny Markov,30,DET,D,66,4,12,16,25,59,4,0,0,0,11,0,1,66,6.1,1246
2006,Steve McCarthy,25,ATL,D,46,4,12,16,4,24,1,3,0,0,4,8,0,51,7.8,703
2006,Rob Niedermayer,32,ANA,C,82,5,11,16,-8,77,5,0,0,0,11,0,0,106,4.7,1365
2006,Shane O'Brien,23,TOT,D,80,2,14,16,-3,176,1,1,0,2,11,3,0,72,2.8,1198
2006,Jarkko Ruutu,31,PIT,LW,81,7,9,16,0,125,7,0,0,2,9,0,0,63,11.1,756
2006,Andy Sutton,31,ATL,D,55,2,14,16,6,76,1,0,1,0,13,1,0,51,3.9,1070
2006,Patrick Thoresen,23,EDM,LW,68,4,12,16,-1,52,3,0,1,2,10,2,0,73,5.5,777
2006,Scottie Upshall,23,TOT,RW,32,8,8,16,3,26,6,1,1,4,6,2,0,87,9.2,472
2006,Aaron Ward,34,TOT,D,80,4,12,16,-11,75,4,0,0,0,12,0,0,62,6.5,1614
2006,Nils Ekman,30,PIT,RW,34,6,9,15,-14,24,4,2,0,0,5,4,0,69,8.7,469
2006,Andrew Ference,27,TOT,D,80,3,12,15,5,97,2,1,0,0,6,4,2,80,3.8,1580
2006,Mark Giordano,23,CGY,D,48,7,8,15,7,36,4,3,0,2,6,2,0,49,14.3,645
2006,Marcus Nilson,28,CGY,LW,63,5,10,15,7,27,5,0,0,1,10,0,0,69,7.2,826
2006,Michael Peca,32,TOR,C,35,4,11,15,2,60,4,0,0,2,10,0,1,42,9.5,609
2006,Alexander Perezhogin,23,MTL,RW,61,6,9,15,11,48,5,1,0,1,9,0,0,103,5.8,723
2006,Toby Petersen,28,EDM,C,64,6,9,15,-18,4,4,0,2,1,8,1,0,92,6.5,875
2006,Cory Sarich,28,TBL,D,82,0,15,15,-6,70,0,0,0,0,14,0,1,64,0,1485
2006,Martin Skoula,27,MIN,D,81,0,15,15,9,36,0,0,0,0,14,1,0,91,0,1639
2006,Daniel Tjarnqvist,30,EDM,D,37,3,12,15,3,30,1,2,0,0,7,4,1,33,9.1,840
2006,Craig Adams,29,CAR,RW,82,7,7,14,-9,54,6,0,1,1,6,0,1,71,9.9,826
2006,Anton Babchuk,22,CAR,D,52,2,12,14,-6,30,2,0,0,2,8,3,1,63,3.2,906
2006,Peter Bondra,38,CHI,RW,37,5,9,14,2,26,3,2,0,3,8,1,0,46,10.9,445
2006,Francis Bouillon,31,MTL,D,62,3,11,14,-10,52,2,1,0,1,9,1,1,56,5.4,1135
2006,Chris Campoli,22,NYI,D,51,1,13,14,-3,23,1,0,0,0,9,4,0,41,2.4,756
2006,Todd Fedoruk,27,TOT,LW,58,3,11,14,-9,120,3,0,0,0,11,0,0,30,10,509
2006,Andrew Hutchinson,26,CAR,D,41,3,11,14,0,30,1,2,0,0,5,6,0,45,6.7,501
2006,Lasse Kukkonen,25,TOT,D,74,5,9,14,4,38,4,1,0,2,7,1,1,54,9.3,1266
2006,Byron Ritchie,29,CGY,C,64,8,6,14,3,68,7,0,1,0,5,0,1,46,17.4,625
2006,Henrik Tallinder,28,BUF,D,47,4,10,14,19,34,4,0,0,0,10,0,0,34,11.8,993
2006,Petr Tenkrat,29,BOS,RW,64,9,5,14,-16,34,7,2,0,1,4,1,0,82,11,801
2006,Bill Thomas,23,PHX,RW,24,8,6,14,-6,2,4,4,0,1,3,3,0,60,13.3,324
2006,Fedor Tyutin,23,NYR,D,66,2,12,14,-8,44,0,1,1,0,10,1,1,75,2.7,1322
2006,Brendan Witt,31,NYI,D,81,1,13,14,14,131,1,0,0,0,13,0,0,75,1.3,1753
2006,Blair Betts,26,NYR,C,82,9,4,13,-4,24,7,1,1,0,4,0,0,120,7.5,1151
2006,Matt Bradley,28,WSH,RW,57,4,9,13,-5,47,4,0,0,0,8,0,1,77,5.2,679
2006,Donald Brashear,35,WSH,LW,77,4,9,13,1,156,4,0,0,0,8,1,0,47,8.5,614
2006,Stanislav Chistov,23,TOT,RW,61,5,8,13,-8,36,4,1,0,1,8,0,0,49,10.2,519
2006,Marcel Goc,23,SJS,C,78,5,8,13,-2,24,4,0,1,0,8,0,0,96,5.2,937
2006,Michael Holmqvist,27,CHI,C,63,6,7,13,-5,31,5,1,0,0,7,0,0,80,7.5,868
2006,Brad Larsen,29,ATL,LW,72,7,6,13,-11,39,5,0,2,0,5,0,1,61,11.5,891
2006,Jamie Lundmark,26,TOT,C,68,7,6,13,-12,56,7,0,0,0,4,2,0,81,8.6,801
2006,Shaone Morrisonn,24,WSH,D,78,3,10,13,3,106,3,0,0,0,9,0,1,46,6.5,1634
2006,Scott Nichol,32,NSH,C,59,7,6,13,7,79,5,1,1,2,5,1,0,58,12.1,740
2006,Stefan Ruzicka,21,PHI,RW,40,3,10,13,-6,18,2,1,0,0,7,3,0,75,4,509
2006,Mark Smith,29,SJS,C,41,3,10,13,-4,42,1,2,0,0,8,2,0,38,7.9,427
2006,Scott Thornton,36,LAK,LW,58,7,6,13,-15,85,6,0,1,0,4,1,1,65,10.8,719
2006,Mathias Tjarnqvist,27,TOT,LW,44,6,7,13,-5,6,5,0,1,0,7,0,0,44,13.6,552
2006,J.P. Vigier,30,ATL,RW,72,5,8,13,0,27,5,0,0,0,7,0,1,83,6,792
2006,Vitaly Vishnevski,26,TOT,D,67,3,10,13,-4,41,3,0,0,0,9,0,1,47,6.4,1154
2006,Glen Wesley,38,CAR,D,68,1,12,13,11,56,0,0,1,1,10,1,1,51,2,1060
2006,Kevyn Adams,32,TOT,C,68,3,9,12,-20,25,2,0,1,0,7,1,1,87,3.4,742
2006,Jeff Cowan,30,TOT,LW,63,7,5,12,3,125,6,0,1,0,5,0,0,74,9.5,507
2006,Trevor Daley,23,DAL,D,74,4,8,12,2,63,4,0,0,1,6,2,0,68,5.9,1434
2006,Dallas Drake,37,STL,RW,60,6,6,12,-14,38,4,0,2,2,5,0,1,74,8.1,773
2006,Adam Foote,35,CBJ,D,59,3,9,12,-17,71,1,2,0,0,4,5,0,78,3.8,1459
2006,Jeff Friesen,30,CGY,LW,72,6,6,12,-2,34,5,0,1,0,4,1,1,55,10.9,877
2006,Mike Green,21,WSH,D,70,2,10,12,-10,36,2,0,0,0,4,6,0,68,2.9,1084
2006,Shane Hnidy,31,ATL,D,72,5,7,12,15,63,4,0,1,1,7,0,0,86,5.8,1126
2006,Ric Jackman,28,TOT,D,31,2,10,12,0,20,1,1,0,1,5,5,0,36,5.6,425
2006,Milan Jurcina,23,TOT,D,70,4,8,12,0,44,4,0,0,1,7,1,0,71,5.6,1122
2006,Maxim Lapierre,21,MTL,C,46,6,6,12,-7,24,5,0,1,2,6,0,0,82,7.3,525
2006,Brad Lukowich,30,NJD,D,75,4,8,12,1,36,3,0,1,2,7,1,0,50,8,1517
2006,Josef Melichar,28,PIT,D,70,1,11,12,1,44,1,0,0,0,9,1,1,57,1.8,1317
2006,Petr Nedved,35,TOT,C,40,2,10,12,-25,28,1,1,0,0,6,4,0,39,5.1,592
2006,Ryan Potulny,22,PHI,C,35,7,5,12,1,22,7,0,0,2,4,1,0,56,12.5,385
2006,Mark Rycroft,28,COL,RW,66,6,6,12,3,31,6,0,0,2,6,0,0,74,8.1,622
2006,Nick Schultz,24,MIN,D,82,2,10,12,0,42,2,0,0,1,10,0,0,69,2.9,1657
2006,Jerred Smithson,27,NSH,C,64,5,7,12,-8,42,3,1,1,2,7,0,0,47,10.6,707
2006,Todd Bertuzzi,31,TOT,RW,15,3,8,11,-1,19,2,1,0,0,4,4,0,23,13,240
2006,Nick Boynton,28,PHX,D,59,2,9,11,-13,138,1,1,0,0,9,0,0,53,3.8,991
2006,Patrice Brisebois,36,COL,D,33,1,10,11,-5,22,0,1,0,0,6,4,0,36,2.8,640
2006,Chris Chelios*,45,DET,D,71,0,11,11,11,34,0,0,0,0,10,0,1,72,0,1287
2006,Braydon Coburn,21,TOT,D,49,3,8,11,-1,46,2,1,0,0,5,3,0,54,5.6,758
2006,Ben Eager,23,PHI,LW,63,6,5,11,-13,233,6,0,0,0,5,0,0,48,12.5,519
2006,Ben Guite,28,COL,RW,39,3,8,11,-4,16,2,0,1,1,7,0,1,63,4.8,479
2006,Doug Janik,26,TBL,D,75,2,9,11,-11,53,2,0,0,0,9,0,0,49,4.1,1085
2006,Ryan Johnson,30,STL,C,59,7,4,11,-7,47,5,0,2,0,4,0,0,50,14,729
2006,Andrei Kostitsyn,21,MTL,LW,22,1,10,11,3,6,1,0,0,0,9,1,0,38,2.6,292
2006,Adam Mair,27,BUF,C,82,2,9,11,-1,128,2,0,0,0,9,0,0,73,2.7,619
2006,Kirk Maltby,34,DET,LW,82,6,5,11,-9,50,6,0,0,0,5,0,0,113,5.3,1081
2006,Willie Mitchell,29,VAN,D,62,1,10,11,1,45,1,0,0,0,9,0,1,54,1.9,1377
2006,Mattias Norstrom,35,TOT,D,76,2,9,11,-18,48,2,0,0,0,8,0,1,60,3.3,1562
2006,Johnny Oduya,25,NJD,D,76,2,9,11,-5,61,2,0,0,0,7,2,0,55,3.6,1407
2006,Jed Ortmeyer,28,NYR,RW,41,2,9,11,7,22,1,0,1,0,8,0,1,67,3,516
2006,Daniel Paille,22,BUF,LW,29,3,8,11,5,18,3,0,0,0,7,0,1,45,6.7,371
2006,Marc Pouliot,21,EDM,C,46,4,7,11,-2,18,4,0,0,0,6,1,0,73,5.5,600
