Season,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2014,Gary Neal,SG,29,MIL,30,2,607,108,277,40,111,68,166,45,54,8,42,50,46,7,0,39,26,301
2014,Gary Neal,SG,29,CHA,22,1,507,85,194,28,69,57,125,49,51,2,38,40,37,11,0,25,39,247
2014,Nemanja Nedovic,SG,22,GSW,24,0,142,8,39,3,18,5,21,7,8,3,12,15,13,0,1,13,13,26
2014,Jameer Nelson,PG,31,ORL,68,68,2179,294,747,136,391,158,356,96,112,29,202,231,476,52,5,166,146,820
2014,Andrew Nicholson,PF,24,ORL,76,5,1174,180,420,28,89,152,331,47,57,53,202,255,25,18,23,51,150,435
2014,Joakim Noah,C,28,CHI,80,80,2820,380,800,0,2,380,798,247,335,282,618,900,431,99,121,194,245,1007
2014,Steve Novak,PF,30,TOR,54,1,540,60,146,52,122,8,24,6,6,8,50,58,13,12,4,5,44,178
2014,Dirk Nowitzki,PF,35,DAL,80,80,2628,633,1273,131,329,502,944,338,376,40,458,498,216,73,45,117,165,1735
2014,James Nunnally,SF,23,TOT,13,0,165,15,46,8,25,7,21,6,9,1,18,19,8,6,2,7,11,44
2014,James Nunnally,SF,23,ATL,4,0,54,6,18,3,10,3,8,3,4,1,7,8,2,1,1,4,2,18
2014,James Nunnally,SF,23,PHI,9,0,111,9,28,5,15,4,13,3,5,0,11,11,6,5,1,3,9,26
2014,Jermaine O'Neal,PF,35,GSW,44,13,883,125,248,0,0,125,248,99,132,85,157,242,25,14,40,52,102,349
2014,Kyle O'Quinn,C,23,ORL,69,19,1188,186,371,0,3,186,368,57,83,100,264,364,78,39,88,78,165,429
2014,Greg Oden,C,26,MIA,23,6,212,27,49,0,0,27,49,13,23,23,31,54,1,7,13,12,52,67
2014,Victor Oladipo,PG,21,ORL,80,44,2487,392,936,74,226,318,710,248,318,43,286,329,327,129,37,256,210,1106
2014,Kelly Olynyk,C,22,BOS,70,9,1400,234,502,40,114,194,388,99,122,140,225,365,109,35,27,106,227,607
2014,Arinze Onuaku,PF,26,TOT,5,0,30,1,5,0,0,1,5,1,2,2,6,8,3,0,0,1,3,3
2014,Arinze Onuaku,PF,26,NOP,3,0,25,1,4,0,0,1,4,1,2,2,5,7,3,0,0,1,3,3
2014,Arinze Onuaku,PF,26,CLE,2,0,5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2014,Daniel Orton,C,23,PHI,22,4,251,21,47,0,0,21,47,23,30,16,45,61,15,6,16,18,38,65
2014,Travis Outlaw,SF,29,SAC,63,4,1065,130,326,41,117,89,209,42,52,36,132,168,48,20,19,26,94,343
2014,Zaza Pachulia,C,29,MIL,53,43,1325,149,349,0,1,149,348,110,130,141,192,333,136,45,14,92,124,408
2014,Jannero Pargo,PG,34,CHA,29,0,242,52,118,24,60,28,58,8,11,1,19,20,52,14,1,26,17,136
2014,Tony Parker,PG,31,SAS,68,68,1997,456,914,25,67,431,847,197,243,17,138,155,388,36,9,151,86,1134
2014,Chandler Parsons,SF,25,HOU,74,74,2783,466,987,130,351,336,636,164,221,69,340,409,298,88,29,144,168,1226
2014,Patrick Patterson,PF,24,TOT,65,13,1533,225,489,55,151,170,338,50,71,117,225,342,78,55,37,65,159,555
2014,Patrick Patterson,PF,24,SAC,17,6,415,50,122,9,39,41,83,9,16,34,65,99,15,13,3,16,39,118
2014,Patrick Patterson,PF,24,TOR,48,7,1118,175,367,46,112,129,255,41,55,83,160,243,63,42,34,49,120,437
2014,Chris Paul,PG,28,LAC,62,62,2171,406,870,78,212,328,658,295,345,38,230,268,663,154,4,145,157,1185
2014,Nikola Pekovic,C,28,MIN,54,54,1663,379,701,0,0,379,701,186,249,206,262,468,50,30,23,84,129,944
2014,Kendrick Perkins,C,29,OKC,62,62,1207,87,193,0,1,87,192,37,67,82,223,305,67,26,32,90,177,211
2014,Paul Pierce,SF,36,BRK,75,68,2098,321,712,112,300,209,412,256,310,26,322,348,178,86,31,153,190,1010
2014,Dexter Pittman,C,25,ATL,2,0,3,0,1,0,0,0,1,0,2,3,0,3,0,0,0,0,0,0
2014,Mason Plumlee,C,23,BRK,70,22,1275,199,302,0,3,199,299,122,195,99,209,308,60,49,55,77,171,520
2014,Miles Plumlee,C,25,PHO,80,79,1964,286,553,0,0,286,553,74,132,198,428,626,43,50,90,111,185,646
2014,Quincy Pondexter,SG,25,MEM,15,2,270,31,79,11,34,20,45,21,26,10,16,26,20,5,1,15,18,94
2014,Otto Porter,SF,20,WAS,37,0,319,33,91,4,21,29,70,8,12,21,36,57,10,8,1,14,26,78
2014,Josh Powell,PF,31,HOU,1,0,19,2,6,0,0,2,6,0,0,0,5,5,0,0,1,1,1,4
2014,Phil Pressey,PG,22,BOS,75,11,1132,78,253,28,106,50,147,29,45,20,85,105,241,68,5,87,97,213
2014,A.J. Price,SG,27,MIN,28,0,99,19,46,6,22,13,24,0,2,1,9,10,13,1,0,7,5,44
2014,Ronnie Price,SG,30,ORL,31,2,377,28,92,9,43,19,49,9,13,8,35,43,66,25,2,26,50,74
2014,Pablo Prigioni,PG,36,NYK,66,27,1283,88,191,65,140,23,51,11,12,36,93,129,228,67,2,60,132,252
2014,Tayshaun Prince,SF,33,MEM,76,76,1948,200,492,20,69,180,423,34,60,32,202,234,119,39,19,41,63,454
2014,Miroslav Raduljica,C,26,MIL,48,2,465,68,126,0,0,68,126,45,55,54,54,108,23,7,13,28,84,181
2014,Anthony Randolph,PF,24,DEN,43,5,527,68,176,18,61,50,115,52,69,20,102,122,32,26,19,39,64,206
2014,Shavlik Randolph,PF,30,PHO,14,0,95,7,14,0,0,7,14,6,11,7,18,25,1,3,1,5,15,20
2014,Zach Randolph,PF,32,MEM,79,79,2705,560,1198,2,20,558,1178,250,337,265,530,795,200,54,23,183,210,1372
2014,J.J. Redick,SG,29,LAC,35,34,987,181,398,73,185,108,213,97,106,9,65,74,78,28,3,42,65,532
2014,Glen Rice,SG,23,WAS,11,1,109,11,37,5,17,6,20,5,7,4,16,20,7,6,1,9,7,32
2014,Luke Ridnour,PG,32,TOT,61,14,1141,126,327,37,108,89,219,17,26,23,74,97,176,32,8,66,92,306
2014,Luke Ridnour,PG,32,MIL,36,12,763,84,219,25,68,59,151,13,19,15,47,62,122,23,2,46,55,206
2014,Luke Ridnour,PG,32,CHA,25,2,378,42,108,12,40,30,68,4,7,8,27,35,54,9,6,20,37,100
2014,Austin Rivers,PG,21,NOP,69,4,1339,192,474,36,99,156,375,110,173,26,103,129,160,45,9,77,134,530
2014,Andre Roberson,SG,22,OKC,40,16,399,33,68,2,13,31,55,7,10,36,58,94,15,19,10,19,74,75
2014,Brian Roberts,PG,28,NOP,72,42,1667,244,581,64,178,180,403,125,133,17,119,136,234,43,7,95,132,677
2014,Nate Robinson,PG,29,DEN,44,1,866,164,383,58,154,106,229,71,85,21,60,81,112,36,4,58,92,457
2014,Thomas Robinson,PF,22,POR,70,0,873,141,293,0,1,141,292,57,101,105,202,307,34,23,20,57,131,339
2014,Rajon Rondo,PG,27,BOS,30,30,998,141,350,26,90,115,260,42,67,22,142,164,294,40,2,99,65,350
2014,Derrick Rose,PG,25,CHI,10,10,311,58,164,16,47,42,117,27,32,9,23,32,43,5,1,34,15,159
2014,Terrence Ross,SG,22,TOR,81,62,2159,318,751,161,408,157,343,82,98,43,209,252,79,64,27,88,183,879
2014,Ricky Rubio,PG,23,MIN,82,82,2638,255,670,44,133,211,537,227,283,61,281,342,704,191,11,221,218,781
2014,Brandon Rush,SG,28,UTA,38,0,418,30,90,16,47,14,43,3,5,5,39,44,24,5,9,20,31,79
2014,Robert Sacre,C,24,LAL,65,13,1089,143,300,0,0,143,300,64,94,82,172,254,51,24,47,44,134,350
2014,John Salmons,SG-SF,34,TOT,78,8,1726,150,413,63,163,87,250,40,52,20,143,163,147,47,19,54,124,403
2014,John Salmons,SF,34,SAC,18,8,445,41,117,16,42,25,75,7,7,8,38,46,44,12,8,14,32,105
2014,John Salmons,SG,34,TOR,60,0,1281,109,296,47,121,62,175,33,45,12,105,117,103,35,11,40,92,298
2014,Larry Sanders,C,25,MIL,23,20,584,76,162,0,1,76,161,26,55,60,105,165,19,18,40,26,74,178
2014,Dennis Schroder,PG,20,ATL,49,0,641,72,188,10,42,62,146,29,43,5,55,60,93,17,0,61,54,183
2014,Luis Scola,PF,33,IND,82,2,1399,263,560,1,7,262,553,99,136,86,305,391,81,26,16,108,164,626
2014,Mike Scott,PF,25,ATL,80,6,1482,301,628,62,200,239,428,103,132,62,222,284,75,30,7,79,121,767
2014,Thabo Sefolosha,SG,29,OKC,61,61,1584,141,340,48,152,93,188,53,69,50,170,220,94,79,17,55,90,383
2014,Kevin Seraphin,C,24,WAS,53,1,578,111,220,0,0,111,220,27,31,53,75,128,17,3,26,41,103,249
2014,Ramon Sessions,PG,27,TOT,83,19,2214,330,769,35,124,295,645,326,404,38,165,203,340,49,9,148,90,1021
2014,Ramon Sessions,PG,27,CHA,55,7,1305,190,465,15,68,175,397,183,234,22,95,117,206,33,6,93,50,578
2014,Ramon Sessions,PG,27,MIL,28,12,909,140,304,20,56,120,248,143,170,16,70,86,134,16,3,55,40,443
2014,Mustafa Shakur,PG,29,OKC,3,0,11,0,3,0,1,0,2,1,2,0,0,0,4,0,0,2,2,1
2014,Tornike Shengelia,SF,22,TOT,26,0,154,13,28,0,6,13,22,3,8,4,12,16,14,3,1,12,18,29
2014,Tornike Shengelia,SF,22,BRK,17,0,137,11,24,0,6,11,18,3,8,4,10,14,12,2,1,11,16,25
2014,Tornike Shengelia,SF,22,CHI,9,0,17,2,4,0,0,2,4,0,0,0,2,2,2,1,0,1,2,4
2014,Iman Shumpert,SG,23,NYK,74,58,1962,183,484,76,228,107,256,53,71,81,227,308,129,92,13,79,209,495
2014,Alexey Shved,SG,25,MIN,63,0,664,76,237,30,102,46,135,68,90,21,60,81,68,26,16,48,36,250
2014,Henry Sims,C,23,TOT,46,25,875,130,274,0,1,130,273,90,121,104,133,237,52,28,20,41,116,350
2014,Henry Sims,C,23,CLE,20,0,168,18,45,0,0,18,45,8,14,22,34,56,5,5,7,8,32,44
2014,Henry Sims,C,23,PHI,26,25,707,112,229,0,1,112,228,82,107,82,99,181,47,23,13,33,84,306
2014,Kyle Singler,SF,25,DET,82,36,2337,269,602,94,246,175,356,152,184,116,187,303,75,61,38,79,211,784
2014,Chris Singleton,SF,24,WAS,25,0,250,25,67,7,19,18,48,18,25,18,37,55,6,9,3,17,25,75
2014,Peyton Siva,SG,23,DET,24,0,224,18,57,7,25,11,32,11,15,2,12,14,34,9,1,18,27,54
2014,Donald Sloan,SG,26,IND,48,1,392,44,117,10,42,34,75,12,20,4,40,44,50,10,1,22,19,110
2014,Chris Smith,PG,26,NYK,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,Greg Smith,C,23,HOU,11,0,100,18,28,0,0,18,28,2,5,11,16,27,0,1,2,5,17,38
2014,Ish Smith,PG,25,PHO,70,1,1006,119,281,1,23,118,258,22,39,31,98,129,179,49,13,65,66,261
2014,J.R. Smith,SF,28,NYK,74,37,2421,396,955,189,480,207,475,90,138,35,261,296,219,65,20,108,196,1071
2014,Jason Smith,PF,27,NOP,31,27,830,131,282,0,0,131,282,39,50,51,130,181,29,11,29,28,100,301
2014,Josh Smith,SF,28,DET,77,76,2730,517,1233,70,265,447,968,160,301,102,418,520,252,105,110,199,197,1264
2014,Tony Snell,SG,22,CHI,77,12,1231,129,336,57,178,72,158,31,41,19,105,124,68,29,15,44,84,346
2014,James Southerland,SF,23,TOT,4,0,30,5,15,3,6,2,9,1,2,0,8,8,0,1,2,1,3,14
2014,James Southerland,SF,23,CHA,1,0,3,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
2014,James Southerland,SF,23,NOP,3,0,27,5,12,3,5,2,7,1,2,0,8,8,0,1,2,1,3,14
2014,Marreese Speights,C,26,GSW,79,3,982,195,442,8,31,187,411,110,134,101,189,290,32,10,34,66,148,508
2014,Tiago Splitter,C,29,SAS,59,50,1271,181,346,0,3,181,343,121,173,123,240,363,90,29,31,75,117,483
2014,D.J. Stephens,SG,23,MIL,3,0,15,3,7,0,0,3,7,1,1,1,4,5,0,0,0,0,0,7
2014,Lance Stephenson,SG,23,IND,78,78,2752,427,870,86,244,341,626,140,197,95,463,558,359,54,7,210,195,1080
2014,Greg Stiemsma,C,28,NOP,55,20,1007,70,122,0,1,70,121,19,32,72,154,226,36,35,57,44,169,159
2014,Julyan Stone,SG,25,TOR,21,0,120,7,17,2,8,5,9,2,3,2,18,20,12,3,0,5,13,18
2014,Amar'e Stoudemire,C,31,NYK,65,21,1466,311,558,0,0,311,558,150,203,112,208,320,34,23,37,91,159,772
2014,Rodney Stuckey,SG,27,DET,73,5,1950,372,853,24,88,348,765,244,292,39,130,169,152,54,10,125,131,1012
2014,Jared Sullinger,PF,21,BOS,74,44,2041,384,899,56,208,328,691,158,203,241,360,601,118,35,49,119,251,982
2014,Jeffery Taylor,SF,24,CHA,26,8,629,82,218,18,67,64,151,26,47,15,45,60,22,13,5,25,62,208
2014,Tyshawn Taylor,PG,23,BRK,23,3,270,31,91,3,12,28,79,24,30,3,12,15,36,12,1,31,29,89
2014,Jeff Teague,PG,25,ATL,79,79,2542,456,1040,74,225,382,815,318,376,34,174,208,528,89,17,232,158,1304
2014,Marquis Teague,SG,20,TOT,40,3,443,38,119,5,18,33,101,26,35,1,39,40,58,10,5,39,46,107
2014,Marquis Teague,SG,20,CHI,19,2,242,16,66,2,10,14,56,11,16,1,18,19,28,2,4,17,25,45
2014,Marquis Teague,SG,20,BRK,21,1,201,22,53,3,8,19,45,15,19,0,21,21,30,8,1,22,21,62
2014,Mirza Teletovic,SF,28,BRK,72,7,1396,221,529,136,349,85,180,44,62,60,206,266,57,29,23,54,143,622
2014,Garrett Temple,SG,27,WAS,75,0,638,51,141,6,29,45,112,30,43,21,47,68,72,35,11,42,72,138
2014,Jason Terry,PG,36,BRK,35,0,570,55,152,39,103,16,49,10,15,4,33,37,56,13,0,27,48,159
2014,Hasheem Thabeet,C,26,OKC,23,0,192,13,23,0,0,13,23,1,5,9,31,40,1,4,9,14,47,27
2014,Adonis Thomas,SF,20,TOT,6,1,37,6,14,1,5,5,9,1,1,0,3,3,3,0,0,1,6,14
2014,Adonis Thomas,SF,20,ORL,4,0,24,3,9,0,3,3,6,1,1,0,3,3,2,0,0,0,2,7
2014,Adonis Thomas,SF,20,PHI,2,1,13,3,5,1,2,2,3,0,0,0,0,0,1,0,0,1,4,7
2014,Isaiah Thomas,PG,24,SAC,72,54,2497,496,1096,127,364,369,732,346,407,47,163,210,454,93,8,213,185,1465
2014,Lance Thomas,SF,25,NOP,5,0,42,2,9,0,0,2,9,2,4,2,5,7,3,0,0,2,4,6
2014,Malcolm Thomas,PF,25,TOT,8,0,63,7,16,1,4,6,12,0,2,5,16,21,2,0,3,9,5,15
2014,Malcolm Thomas,PF,25,SAS,1,0,15,1,4,0,0,1,4,0,2,1,8,9,0,0,2,1,0,2
2014,Malcolm Thomas,PF,25,UTA,7,0,48,6,12,1,4,5,8,0,0,4,8,12,2,0,1,8,5,13
2014,Hollis Thompson,SF,22,PHI,77,41,1742,171,372,67,167,104,205,52,73,73,174,247,73,53,12,60,144,461
2014,Jason Thompson,PF,27,SAC,82,61,2007,251,496,0,0,251,496,84,145,153,374,527,53,32,56,95,251,586
2014,Klay Thompson,SG,23,GSW,81,81,2868,559,1259,223,535,336,724,147,185,38,211,249,181,74,37,135,234,1488
2014,Tristan Thompson,PF,22,CLE,82,82,2594,363,761,0,1,363,760,235,339,269,485,754,72,42,35,108,188,961
2014,Marcus Thornton,SG,26,TOT,72,27,1741,252,639,109,316,143,323,90,112,57,141,198,77,58,11,67,110,703
2014,Marcus Thornton,SG,26,SAC,46,26,1121,142,373,57,179,85,194,42,52,39,85,124,47,31,8,38,74,383
2014,Marcus Thornton,SG,26,BRK,26,1,620,110,266,52,137,58,129,48,60,18,56,74,30,27,3,29,36,320
2014,Jamaal Tinsley,PG,35,UTA,8,5,110,4,20,1,15,3,5,0,0,2,9,11,23,2,0,9,10,9
2014,Anthony Tolliver,PF,28,CHA,64,9,1298,129,307,102,247,27,60,33,41,33,135,168,42,19,15,23,82,393
2014,P.J. Tucker,SF,28,PHO,81,81,2490,265,615,74,191,191,424,156,201,161,368,529,141,110,23,102,204,760
2014,Ronny Turiaf,C,31,MIN,31,10,606,64,107,0,0,64,107,21,50,55,119,174,24,8,50,24,65,149
2014,Hedo Turkoglu,SF,34,LAC,38,0,392,42,109,22,50,20,59,9,18,11,78,89,33,19,10,16,50,115
2014,Evan Turner,SF,25,TOT,81,56,2457,434,1021,50,156,384,865,213,262,62,346,408,262,67,7,189,195,1131
2014,Evan Turner,SF,25,PHI,54,54,1886,356,831,38,132,318,699,189,228,50,272,322,198,56,5,155,147,939
2014,Evan Turner,SF,25,IND,27,2,571,78,190,12,24,66,166,24,34,12,74,86,64,11,2,34,48,192
2014,Jeremy Tyler,C,22,NYK,41,0,398,60,116,0,0,60,116,26,48,38,71,109,8,6,20,26,70,146
2014,Ekpe Udoh,PF,26,MIL,42,14,804,57,143,0,0,57,143,30,47,61,87,148,31,15,44,38,96,144
2014,Beno Udrih,SG,31,TOT,41,12,643,78,178,19,42,59,136,25,30,10,49,59,116,23,4,47,50,200
2014,Beno Udrih,SG,31,NYK,31,12,588,68,160,17,40,51,120,20,24,10,47,57,110,22,3,42,46,173
2014,Beno Udrih,SG,31,MEM,10,0,55,10,18,2,2,8,16,5,6,0,2,2,6,1,1,5,4,27
2014,Jonas Valanciunas,C,21,TOR,81,81,2282,359,676,0,1,359,675,198,260,226,488,714,57,24,71,136,249,916
2014,Anderson Varejao,C,31,CLE,65,29,1800,227,459,0,7,227,452,92,135,187,442,629,140,69,39,72,164,546
2014,Jarvis Varnado,PF,25,TOT,24,0,339,36,60,0,0,36,60,27,52,19,44,63,13,10,29,10,62,99
2014,Jarvis Varnado,PF,25,CHI,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014,Jarvis Varnado,PF,25,PHI,23,0,337,36,60,0,0,36,60,27,52,19,44,63,13,10,29,10,61,99
2014,Greivis Vasquez,SG-PG,27,TOT,79,23,1779,277,658,109,289,168,369,95,108,20,153,173,323,31,5,128,143,758
2014,Greivis Vasquez,PG,27,SAC,18,18,465,65,150,16,50,49,100,30,32,5,29,34,95,6,1,27,38,176
2014,Greivis Vasquez,SG,27,TOR,61,5,1314,212,508,93,239,119,269,65,76,15,124,139,228,25,4,101,105,582
2014,Jan Vesely,PF,23,TOT,54,1,776,89,173,0,0,89,173,19,56,81,110,191,21,53,35,36,121,197
2014,Jan Vesely,PF,23,WAS,33,1,470,48,92,0,0,48,92,8,30,53,60,113,10,26,19,22,64,104
2014,Jan Vesely,PF,23,DEN,21,0,306,41,81,0,0,41,81,11,26,28,50,78,11,27,16,14,57,93
2014,Charlie Villanueva,PF,29,DET,20,0,180,35,92,14,56,21,36,8,14,6,28,34,6,4,5,7,16,92
2014,Nikola Vucevic,C,23,ORL,57,57,1812,353,696,0,0,353,696,105,137,185,441,626,104,60,47,112,169,811
2014,Sasha Vujacic,SG,29,LAC,2,0,10,2,5,1,2,1,3,0,0,0,3,3,0,1,0,3,1,5
2014,Dwyane Wade,SG,32,MIA,54,53,1775,415,761,9,32,406,729,189,258,60,181,241,252,79,29,161,106,1028
2014,Dion Waiters,SG,22,CLE,70,24,2072,430,993,92,250,338,743,161,235,32,163,195,209,63,17,154,153,1113
2014,Kemba Walker,PG,23,CHA,73,73,2614,449,1143,109,327,340,816,282,337,39,267,306,447,86,32,169,128,1289
2014,John Wall,PG,23,WAS,82,82,2980,579,1337,108,308,471,1029,317,394,38,295,333,721,149,40,295,219,1583
2014,Gerald Wallace,SF,31,BOS,58,16,1416,116,230,19,64,97,166,47,101,36,176,212,143,73,14,97,79,298
2014,Casper Ware,PG,24,PHI,9,0,116,18,42,7,21,11,21,5,6,0,9,9,10,8,0,5,11,48
2014,C.J. Watson,PG,29,IND,63,5,1193,146,334,53,145,93,189,69,88,19,82,101,107,60,8,60,66,414
2014,Earl Watson,PG,34,POR,24,0,161,3,11,2,7,1,4,4,4,5,10,15,28,5,1,17,33,12
2014,Maalik Wayns,PG,22,LAC,2,0,9,1,2,0,0,1,2,0,0,0,2,2,2,2,0,0,4,2
2014,Martell Webster,SF,27,WAS,78,13,2157,254,587,146,372,108,215,105,125,38,184,222,97,41,15,58,150,759
2014,David West,PF,33,IND,80,80,2472,458,939,4,15,454,924,198,251,120,422,542,223,61,74,133,186,1118
2014,Russell Westbrook,PG,25,OKC,46,46,1412,346,791,68,214,278,577,242,293,55,208,263,319,88,7,177,104,1002
2014,D.J. White,PF,27,CHA,2,0,10,0,1,0,0,0,1,0,0,0,2,2,0,1,0,0,1,0
2014,Royce White,PF,22,SAC,3,0,9,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
2014,Deron Williams,PG,29,BRK,64,58,2059,322,716,98,268,224,448,173,216,15,153,168,392,93,13,143,148,915
2014,Derrick Williams,SF-PF,22,TOT,78,15,1820,206,482,26,99,180,383,186,259,71,252,323,56,48,20,76,114,624
2014,Derrick Williams,PF,22,MIN,11,0,162,19,54,2,15,17,39,14,16,3,23,26,1,4,4,6,9,54
2014,Derrick Williams,SF,22,SAC,67,15,1658,187,428,24,84,163,344,172,243,68,229,297,55,44,16,70,105,570
2014,Elliot Williams,SG,24,PHI,67,2,1157,140,337,37,125,103,212,87,119,30,100,130,72,35,3,68,126,404
2014,Lou Williams,PG,27,ATL,60,7,1445,197,493,79,231,118,262,152,179,10,114,124,210,45,4,92,65,625
2014,Marvin Williams,PF,27,UTA,66,50,1674,231,526,84,234,147,292,57,73,82,252,334,78,54,31,53,151,603
2014,Mo Williams,PG,31,POR,74,0,1834,280,672,83,225,197,447,78,89,42,111,153,321,55,10,149,197,721
2014,Reggie Williams,SF,27,OKC,3,0,17,5,9,1,3,4,6,0,0,0,0,0,1,1,0,2,1,11
2014,Shawne Williams,PF,27,LAL,36,13,751,73,192,42,129,31,63,14,20,25,142,167,30,19,30,21,93,202
2014,Jeff Withey,C,23,NOP,58,4,684,69,129,0,1,69,128,52,73,49,101,150,26,15,50,20,73,190
2014,Nate Wolters,PG,22,MIL,58,31,1309,170,389,18,62,152,327,59,90,33,116,149,187,35,15,57,67,417
2014,Metta World Peace,SF,34,NYK,29,1,388,56,141,17,54,39,87,10,16,18,41,59,17,24,8,19,44,139
2014,Brandan Wright,C,26,DAL,58,0,1077,224,331,0,0,224,331,77,106,102,142,244,31,32,55,35,94,525
2014,Chris Wright,SF,25,MIL,8,0,126,21,35,0,1,21,34,6,15,10,10,20,5,7,5,5,17,48
2014,Dorell Wright,SF,28,POR,68,13,984,111,297,69,202,42,95,52,69,29,162,191,64,23,16,39,62,343
2014,Tony Wroten,PG,20,PHI,72,16,1765,345,808,40,188,305,620,209,326,69,159,228,217,78,16,204,151,939
2014,Nick Young,SG,28,LAL,64,9,1810,387,889,135,350,252,539,235,285,29,137,166,95,46,12,95,156,1144
2014,Thaddeus Young,PF,25,PHI,79,78,2718,582,1283,90,292,492,991,163,229,166,310,476,182,167,36,165,213,1417
2014,Cody Zeller,C,21,CHA,82,3,1416,172,404,0,1,172,403,146,200,118,235,353,92,40,41,87,170,490
2014,Tyler Zeller,C,24,CLE,70,9,1049,156,290,0,1,156,289,87,121,103,179,282,36,18,38,60,137,399
2013,Quincy Acy,PF,22,TOR,29,0,342,42,75,1,2,41,73,31,38,30,47,77,11,13,15,17,53,116
2013,Jeff Adrien,PF,26,CHA,52,5,713,72,168,0,2,72,166,65,100,68,128,196,36,18,27,32,80,209
2013,Arron Afflalo,SF,27,ORL,64,64,2307,397,905,72,240,325,665,191,223,29,210,239,206,40,11,138,137,1057
2013,Josh Akognon,PG,26,DAL,3,0,9,2,4,1,2,1,2,0,0,0,1,1,1,0,0,0,3,5
2013,Cole Aldrich,C,24,TOT,45,0,388,44,80,0,0,44,80,12,20,30,90,120,9,5,23,23,60,100
2013,Cole Aldrich,C,24,HOU,30,0,213,23,43,0,0,23,43,4,9,12,45,57,6,3,9,14,41,50
2013,Cole Aldrich,C,24,SAC,15,0,175,21,37,0,0,21,37,8,11,18,45,63,3,2,14,9,19,50
2013,LaMarcus Aldridge,PF,27,POR,74,74,2790,638,1318,2,14,636,1304,282,348,175,495,670,192,62,91,143,187,1560
2013,Lavoy Allen,C,23,PHI,79,37,1669,206,454,0,1,206,453,43,60,159,236,395,73,24,55,55,180,455
2013,Ray Allen,SG,37,MIA,79,0,2035,292,651,139,332,153,319,140,158,40,177,217,135,67,15,103,129,863
2013,Tony Allen,SG,31,MEM,79,79,2109,284,638,3,24,281,614,134,187,121,242,363,98,119,44,94,211,705
2013,Al-Farouq Aminu,SF,22,NOH,76,71,2066,225,474,4,19,221,455,101,137,139,446,585,103,92,51,116,153,555
2013,Lou Amundson,PF,30,TOT,39,0,372,32,81,0,0,32,81,12,36,48,58,106,11,16,12,19,53,76
2013,Lou Amundson,PF,30,MIN,20,0,161,14,38,0,0,14,38,4,20,23,24,47,3,7,6,11,26,32
2013,Lou Amundson,PF,30,CHI,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
2013,Lou Amundson,PF,30,NOH,18,0,209,18,42,0,0,18,42,8,16,24,34,58,8,9,6,8,27,44
2013,Chris Andersen,C,34,MIA,42,0,624,71,123,2,3,69,120,63,93,57,115,172,17,16,44,24,89,207
2013,Alan Anderson,SF,30,TOR,65,2,1495,236,616,95,285,141,331,126,147,34,114,148,103,48,7,80,131,693
2013,James Anderson,SG-SF,23,TOT,39,2,401,52,126,21,60,31,66,24,28,18,54,72,42,15,5,25,25,149
2013,James Anderson,SF,23,SAS,10,0,94,11,25,5,11,6,14,7,9,3,11,14,9,3,2,7,7,34
2013,James Anderson,SG,23,HOU,29,2,307,41,101,16,49,25,52,17,19,15,43,58,33,12,3,18,18,115
2013,Ryan Anderson,PF,24,NOH,81,22,2503,472,1115,213,557,259,558,152,180,191,328,519,97,42,31,97,179,1309
2013,Carmelo Anthony,PF,28,NYK,67,67,2482,669,1489,157,414,512,1075,425,512,134,326,460,171,52,32,175,205,1920
2013,Joel Anthony,C,30,MIA,62,3,566,35,68,0,0,35,68,17,28,45,70,115,13,13,42,22,49,87
2013,Trevor Ariza,SF,27,WAS,56,15,1471,188,451,76,209,112,242,78,95,44,222,266,113,72,20,84,72,530
2013,Darrell Arthur,PF,24,MEM,59,3,970,162,359,5,18,157,341,33,46,68,101,169,33,24,33,43,126,362
2013,Omer Asik,C,26,HOU,82,82,2464,332,614,0,1,332,613,168,299,275,681,956,75,46,87,173,223,832
2013,D.J. Augustin,PG,25,IND,76,5,1226,103,294,67,190,36,104,83,99,20,71,91,170,34,3,68,64,356
2013,Gustavo Ayon,C,27,TOT,55,3,734,92,167,0,0,92,167,20,50,60,139,199,71,22,17,47,107,204
2013,Gustavo Ayon,C,27,ORL,43,3,571,67,125,0,0,67,125,19,38,40,100,140,59,13,13,38,83,153
2013,Gustavo Ayon,C,27,MIL,12,0,163,25,42,0,0,25,42,1,12,20,39,59,12,9,4,9,24,51
2013,Jeff Ayres,PF,25,IND,37,0,369,61,126,2,4,59,122,21,23,29,75,104,15,6,12,23,44,145
2013,Luke Babbitt,PF,23,POR,62,0,730,86,234,62,178,24,56,10,13,15,122,137,29,14,5,22,82,244
2013,Leandro Barbosa,PG,30,BOS,41,2,513,83,193,18,47,65,146,31,41,8,38,46,58,17,6,21,51,215
